Date,Open,High,Low,Close,Adj Close,Volume,Open_Direction,High_Direction,Low_Direction,Close_Direction,Adj Close_Direction
2017/1/30,30.23250008,30.40749931,30.16500092,30.40749931,28.26263046,121510000,down,down,down,down,down
2017/1/31,30.28750038,30.34749985,30.15500069,30.33749962,28.19756317,196804000,up,down,down,down,down
2017/2/1,31.75749969,32.62250137,31.75250053,32.1875,29.9170723,447940000,up,up,up,up,up
2017/2/2,31.99500084,32.34749985,31.94499969,32.13249969,29.86595535,134841600,up,down,up,down,down
2017/2/3,32.07749939,32.29750061,32.04000092,32.27000046,29.99375534,98029200,up,down,up,up,up
2017/2/6,32.28250122,32.625,32.22499847,32.57249832,30.27492332,107383600,up,up,up,up,up
2017/2/7,32.63499832,33.02249908,32.61249924,32.88249969,30.56304169,152735200,up,up,up,up,up
2017/2/8,32.83750153,33.05500031,32.80500031,33.00999832,30.68156433,92016400,up,up,up,up,up
2017/2/9,32.91249847,33.11249924,32.77999878,33.10499954,30.90325737,113399600,up,up,down,up,up
2017/2/10,33.11500168,33.23500061,33.01250076,33.02999878,30.83324814,80262000,up,up,up,down,down
2017/2/13,33.27000046,33.45500183,33.1875,33.32249832,31.10629463,92141600,up,up,up,up,up
2017/2/14,33.36750031,33.77249908,33.3125,33.75500107,31.51002884,132904800,up,up,up,up,up
2017/2/15,33.88000107,34.06750107,33.65499878,33.87749863,31.62438202,142492400,up,up,up,up,up
2017/2/16,33.91749954,33.97499847,33.70999908,33.83750153,31.58704758,90338400,up,down,up,down,down
2017/2/17,33.77500153,33.95750046,33.77500153,33.93000031,31.67339897,88792800,down,down,up,up,up
2017/2/21,34.05749893,34.1875,33.99499893,34.17499924,31.90209007,98028800,up,up,up,up,up
2017/2/22,34.10749817,34.27999878,34.02750015,34.27750015,31.99777985,83347600,up,up,up,up,up
2017/2/23,34.34500122,34.36999893,34.07500076,34.13249969,31.86240959,83152800,up,up,up,down,down
2017/2/24,33.97750092,34.16500092,33.81999969,34.16500092,31.89275932,87106400,down,down,down,up,up
2017/2/27,34.28499985,34.36000061,34.06999969,34.23249817,31.9557724,81029600,up,up,up,up,up
2017/2/28,34.27000046,34.36000061,34.17499924,34.24750137,31.96978188,93931600,down,up,up,up,up
2017/3/1,34.47249985,35.03749847,34.40000153,34.94749832,32.62321854,145658400,up,up,up,up,up
2017/3/2,35,35.06999969,34.68999863,34.74000168,32.42951965,104844000,up,up,up,down,down
2017/3/3,34.69499969,34.95750046,34.64749908,34.94499969,32.62088394,84432400,down,down,down,up,up
2017/3/6,34.84249878,34.94250107,34.65000153,34.83499908,32.51820374,87000000,up,down,up,down,down
2017/3/7,34.76499939,34.99499893,34.69749832,34.88000107,32.56021118,69785200,down,up,up,up,up
2017/3/8,34.73749924,34.95000076,34.70500183,34.75,32.43886566,74828800,down,down,up,down,down
2017/3/9,34.68500137,34.69749832,34.26250076,34.66999817,32.3641777,88623600,down,down,down,down,down
2017/3/10,34.8125,34.84000015,34.65999985,34.78499985,32.47152328,78451200,up,up,up,up,up
2017/3/13,34.71250153,34.85749817,34.70500183,34.79999924,32.48552704,69686800,down,up,up,up,up
2017/3/14,34.82500076,34.91249847,34.70999908,34.74750137,32.43652344,61236400,up,up,up,down,down
2017/3/15,34.85250092,35.1875,34.75749969,35.11500168,32.77957916,102767200,up,up,up,up,up
2017/3/16,35.18000031,35.25500107,35.06499863,35.17250061,32.83325577,76928000,up,up,up,up,up
2017/3/17,35.25,35.25,34.97249985,34.99750137,32.66989517,175540000,up,down,down,down,down
2017/3/20,35.09999847,35.375,35.05749893,35.36500168,33.01295471,86168000,down,up,up,up,up
2017/3/21,35.52750015,35.70000076,34.93249893,34.95999908,32.63487625,158119600,up,up,down,down,down
2017/3/22,34.96250153,35.40000153,34.93999863,35.35499954,33.00361633,103440800,down,down,up,up,up
2017/3/23,35.31499863,35.39500046,35.15250015,35.22999954,32.88693237,81385200,up,down,up,down,down
2017/3/24,35.375,35.43500137,35.08750153,35.15999985,32.82159042,89582400,up,up,down,down,down
2017/3/27,34.84749985,35.30500031,34.65499878,35.22000122,32.87759018,94300400,down,down,down,up,up
2017/3/28,35.22750092,36.00999832,35.15499878,35.95000076,33.55903625,133499200,up,up,up,up,up
2017/3/29,35.91999817,36.12250137,35.79750061,36.02999878,33.6337204,116760000,up,up,up,up,up
2017/3/30,36.04750061,36.125,35.875,35.98249817,33.58938599,84829200,up,up,up,down,down
2017/3/31,35.93000031,36.06750107,35.75249863,35.91500092,33.52638626,78646800,down,down,down,down,down
2017/4/3,35.92750168,36.02999878,35.76250076,35.92499924,33.53569412,79942800,down,down,up,up,up
2017/4/4,35.8125,36.22249985,35.79249954,36.19250107,33.78540802,79565600,down,up,up,up,up
2017/4/5,36.05500031,36.36500168,35.95249939,36.00500107,33.61039352,110871600,up,up,up,down,down
2017/4/6,36.07249832,36.13000107,35.86249924,35.91500092,33.52638626,84596000,up,down,down,down,down
2017/4/7,35.93249893,36.04499817,35.81750107,35.83499908,33.45169449,66688800,down,down,down,down,down
2017/4/10,35.90000153,35.97000122,35.72499847,35.79249954,33.41201782,75733600,down,down,down,down,down
2017/4/11,35.73500061,35.83750153,35.01499939,35.40750122,33.05261993,121517600,down,down,down,down,down
2017/4/12,35.40000153,35.53749847,35.25249863,35.45000076,33.09230804,81400000,down,down,up,up,up
2017/4/13,35.47750092,35.59500122,35.26250076,35.26250076,32.91727448,71291600,up,up,up,down,down
2017/4/17,35.36999893,35.47000122,35.21749878,35.45750046,33.09930038,66328400,down,down,down,up,up
2017/4/18,35.35250092,35.50999832,35.27750015,35.29999924,32.95228195,58790000,down,up,up,down,down
2017/4/19,35.47000122,35.5,35.11249924,35.16999817,32.83092117,69313600,up,down,down,down,down
2017/4/20,35.30500031,35.72999954,35.29000092,35.61000061,33.24166489,93278400,down,up,up,up,up
2017/4/21,35.61000061,35.66999817,35.46250153,35.56750107,33.20197678,69283600,up,down,up,down,down
2017/4/24,35.875,35.98749924,35.79499817,35.90999985,33.52170944,68537200,up,up,up,up,up
2017/4/25,35.97750092,36.22499847,35.96749878,36.13249969,33.72940445,75486000,up,up,up,up,up
2017/4/26,36.11750031,36.15000153,35.84500122,35.91999817,33.53102875,80164800,up,down,down,down,down
2017/4/27,35.97999954,36.04000092,35.82749939,35.94749832,33.55670929,56985200,down,down,down,up,up
2017/4/28,36.02249908,36.07500076,35.81750107,35.91249847,33.52404404,83441600,up,up,down,down,down
2017/5/1,36.27500153,36.79999924,36.24000168,36.64500046,34.20782471,134411600,up,up,up,up,up
2017/5/2,36.88499832,37.02249908,36.70999908,36.87749863,34.42485809,181408800,up,up,up,up,up
2017/5/3,36.39749908,36.87250137,36.06750107,36.76499939,34.31983566,182788000,down,down,down,down,down
2017/5/4,36.63000107,36.78499985,36.45249939,36.63249969,34.19615936,93487600,up,down,up,down,down
2017/5/5,36.68999863,37.24499893,36.68999863,37.24000168,34.76325989,109310800,up,up,up,up,up
2017/5/8,37.25749969,38.42499924,37.25749969,38.25249863,35.70841599,195009600,up,up,up,up,up
2017/5/9,38.46749878,38.72000122,38.36249924,38.49750137,35.93711853,156521600,up,up,up,up,up
2017/5/10,38.40750122,38.48500061,38.02750015,38.31499863,35.76673889,103222800,down,down,down,down,down
2017/5/11,38.11249924,38.51750183,38.07749939,38.48749924,36.07607651,109020400,down,up,up,up,up
2017/5/12,38.67499924,39.10499954,38.66749954,39.02500153,36.57990265,130108000,up,up,up,up,up
2017/5/15,39.00249863,39.16249847,38.76250076,38.92499924,36.48616791,104038800,up,up,up,down,down
2017/5/16,38.98500061,39.01499939,38.68000031,38.86750031,36.43226624,80194000,down,down,down,down,down
2017/5/17,38.40000153,38.64250183,37.42750168,37.5625,35.20903397,203070800,down,down,down,down,down
2017/5/18,37.81750107,38.33499908,37.78250122,38.13499832,35.74566269,134272800,down,down,up,up,up
2017/5/19,38.34500122,38.49499893,38.15750122,38.26499939,35.86752319,107843200,up,up,up,up,up
2017/5/22,38.5,38.64500046,38.22750092,38.49750137,36.08544159,91865600,up,up,up,up,up
2017/5/23,38.72499847,38.72499847,38.32749939,38.45000076,36.04091644,79675600,up,up,up,down,down
2017/5/24,38.45999908,38.54249954,38.16749954,38.33499908,35.93312836,76712000,down,down,down,down,down
2017/5/25,38.43249893,38.58750153,38.25749969,38.46749878,36.0573349,76942400,down,up,up,up,up
2017/5/26,38.5,38.56000137,38.32749939,38.40250015,35.99640656,87710400,up,down,up,down,down
2017/5/30,38.35499954,38.60749817,38.33250046,38.41749954,36.01045609,80507600,down,up,up,up,up
2017/5/31,38.49250031,38.54249954,38.09500122,38.18999863,35.79721069,97804800,up,down,down,down,down
2017/6/1,38.29249954,38.33250046,38.05500031,38.29499817,35.8956337,65616400,down,down,down,up,up
2017/6/2,38.39500046,38.86249924,38.22249985,38.86249924,36.42758179,111082800,up,up,up,up,up
2017/6/5,38.58499908,38.61249924,38.36500168,38.48249817,36.07138443,101326800,up,down,up,down,down
2017/6/6,38.47499847,38.95249939,38.44499969,38.61249924,36.19322968,106499600,down,up,up,up,up
2017/6/7,38.75500107,38.99499893,38.61999893,38.84249878,36.40883255,84278400,up,up,up,up,up
2017/6/8,38.8125,38.88499832,38.59999847,38.74750137,36.31978989,85003200,up,down,down,down,down
2017/6/9,38.79750061,38.79750061,36.50500107,37.24499893,34.91143036,259530800,down,down,down,down,down
2017/6/12,36.43500137,36.52249908,35.62749863,36.35499954,34.0771904,289229200,down,down,down,down,down
2017/6/13,36.79000092,36.86249924,36.28749847,36.64749908,34.35135269,136661600,up,up,up,up,up
2017/6/14,36.875,36.875,35.95999908,36.29000092,34.01625824,126124800,up,up,down,down,down
2017/6/15,35.83000183,36.11999893,35.55250168,36.07249832,33.81238556,128661600,down,down,down,down,down
2017/6/16,35.94499969,36.125,35.54999924,35.56750107,33.3390274,201444400,up,up,down,down,down
2017/6/19,35.91500092,36.68500137,35.91500092,36.58499908,34.29277039,130165600,down,up,up,up,up
2017/6/20,36.71749878,36.71749878,36.23500061,36.25249863,33.98111343,99600400,up,up,up,down,down
2017/6/21,36.38000107,36.51750183,36.15250015,36.46749878,34.18264008,85063200,down,down,down,up,up
2017/6/22,36.44250107,36.67499924,36.27999878,36.40750122,34.12639236,76425200,up,up,up,down,down
2017/6/23,36.28250122,36.79000092,36.27750015,36.56999969,34.27872086,141757600,down,up,down,up,up
2017/6/26,36.79249954,37.06999969,36.34500122,36.45500183,34.17092133,102769600,up,up,up,down,down
2017/6/27,36.25249863,36.54000092,35.90499878,35.93249893,33.6811676,99047600,down,down,down,down,down
2017/6/28,36.12250137,36.52750015,35.79000092,36.45750046,34.17327118,88329600,down,down,down,up,up
2017/6/29,36.17750168,36.28250122,35.56999969,35.91999817,33.66942978,125997600,up,down,down,down,down
2017/6/30,36.11249924,36.24000168,35.94499969,36.00500107,33.74912643,92096400,down,down,up,up,up
2017/7/3,36.22000122,36.32500076,35.77500153,35.875,33.6272583,57111200,up,up,down,down,down
2017/7/5,35.92250061,36.19749832,35.68000031,36.02249908,33.765522,86278400,down,down,down,up,up
2017/7/6,35.75500107,35.875,35.60250092,35.68249893,33.44683075,96515200,down,down,down,down,down
2017/7/7,35.72499847,36.1875,35.72499847,36.04499817,33.78662109,76806800,down,up,up,up,up
2017/7/10,36.02750015,36.48749924,35.84249878,36.26499939,33.99282455,84362400,up,up,up,up,up
2017/7/11,36.18249893,36.46250153,36.09500122,36.38249969,34.10295868,79127200,up,down,up,up,up
2017/7/12,36.46749878,36.54499817,36.20500183,36.43500137,34.1521759,99538000,up,up,up,up,up
2017/7/13,36.375,37.12250137,36.36000061,36.94250107,34.62787628,100797600,down,up,up,up,up
2017/7/14,36.99250031,37.33250046,36.83250046,37.25999832,34.9254837,80528400,up,up,up,up,up
2017/7/17,37.20500183,37.72499847,37.14250183,37.38999939,35.04734039,95174000,up,up,up,up,up
2017/7/18,37.29999924,37.53250122,37.16749954,37.52000046,35.16919708,71475200,up,down,up,up,up
2017/7/19,37.61999893,37.85499954,37.48749924,37.75500107,35.38946152,83692000,up,up,up,up,up
2017/7/20,37.875,37.93500137,37.54750061,37.58499908,35.23012543,68974800,up,up,up,down,down
2017/7/21,37.49750137,37.61000061,37.22000122,37.56750107,35.21371841,105010400,down,down,down,down,down
2017/7/24,37.64500046,38.11000061,37.47499847,38.02249908,35.6402092,85972800,up,up,up,up,up
2017/7/25,37.95000076,38.45999908,37.95000076,38.18500137,35.79253006,75415600,up,up,up,up,up
2017/7/26,38.33750153,38.48249817,38.26499939,38.36500168,35.96125793,63124000,up,up,up,up,up
2017/7/27,38.4375,38.49750137,36.82500076,37.63999939,35.28167725,129905200,up,up,down,down,down
2017/7/28,37.47249985,37.55749893,37.29750061,37.375,35.03327942,68854800,down,down,up,down,down
2017/7/31,37.47499847,37.58250046,37.03250122,37.18249893,34.85284424,79383600,up,up,down,down,down
2017/8/1,37.27500153,37.55500031,37.10250092,37.51250076,35.1621666,141474400,down,down,up,up,up
2017/8/2,39.81999969,39.9375,39.04000092,39.28499985,36.82361603,279747200,up,up,up,up,up
2017/8/3,39.26250076,39.30250168,38.75500107,38.89250183,36.45570374,108389200,down,down,down,down,down
2017/8/4,39.01750183,39.34999847,38.92250061,39.09749985,36.64786148,82239600,down,up,up,up,up
2017/8/7,39.26499939,39.72999954,39.16749954,39.70249939,37.21494675,87481200,up,up,up,up,up
2017/8/8,39.65000153,40.45750046,39.56750107,40.02000046,37.51256943,144823600,up,up,up,up,up
2017/8/9,39.81499863,40.31750107,39.77750015,40.26499939,37.74220276,104526000,up,down,up,up,up
2017/8/10,39.97499847,40,38.65750122,38.83000183,36.54005051,163217200,up,down,down,down,down
2017/8/11,39.15000153,39.64250183,39.01750183,39.36999893,37.04820633,105028400,down,down,up,up,up
2017/8/14,39.83000183,40.05250168,39.6875,39.96250153,37.60576248,88490800,up,up,up,up,up
2017/8/15,40.16500092,40.54999924,40.03499985,40.40000153,38.01745987,117862000,up,up,up,up,up
2017/8/16,40.48500061,40.62749863,40.03749847,40.23749924,37.86453247,110686400,up,up,up,down,down
2017/8/17,40.13000107,40.17750168,39.45999908,39.46500015,37.13759613,111762400,down,down,down,down,down
2017/8/18,39.46500015,39.875,39.18000031,39.375,37.05290985,109712400,down,down,down,down,down
2017/8/21,39.375,39.47249985,38.77750015,39.30250168,36.98469162,105474000,down,down,down,down,down
2017/8/22,39.55749893,40,39.50500107,39.94499969,37.58929062,86418400,up,up,up,up,up
2017/8/23,39.76750183,40.11750031,39.72000122,39.99499893,37.63634109,77596400,up,up,up,up,up
2017/8/24,40.10749817,40.18500137,39.63750076,39.81750107,37.46930313,79275600,up,up,down,down,down
2017/8/25,39.91249847,40.13999939,39.81750107,39.96500015,37.60811996,101920400,down,down,up,up,up
2017/8/28,40.03499985,40.5,39.98249817,40.36750031,37.98687744,103864000,up,up,up,up,up
2017/8/29,40.02500153,40.77999878,40,40.72750092,38.32564163,118067600,down,up,up,up,up
2017/8/30,40.95000076,40.97249985,40.65250015,40.83750153,38.42915726,109078400,up,up,up,up,up
2017/8/31,40.90999985,41.13000107,40.86999893,41,38.58207703,107140400,down,up,up,up,up
2017/9/1,41.20000076,41.23500061,40.90750122,41.01250076,38.59383774,66364400,up,up,up,up,up
2017/9/5,40.9375,41.0625,40.13999939,40.52000046,38.13039017,117874000,down,down,down,down,down
2017/9/6,40.67750168,40.74750137,40.13000107,40.47750092,38.09039688,86606800,down,down,down,down,down
2017/9/7,40.52249908,40.56000137,40.09000015,40.31499863,37.93746948,87714000,down,down,down,down,down
2017/9/8,40.21500015,40.28749847,39.63249969,39.65750122,37.31874084,114446000,down,down,down,down,down
2017/9/11,40.125,40.51250076,39.97249985,40.375,37.99393845,126323200,down,up,up,up,up
2017/9/12,40.65250015,40.99000168,39.69250107,40.21500015,37.84336853,286856000,up,up,down,down,down
2017/9/13,39.96749878,39.99000168,39.47750092,39.91249847,37.55870438,179629600,down,down,down,down,down
2017/9/14,39.74750137,39.84999847,39.52249908,39.56999969,37.23641586,95042800,down,down,up,down,down
2017/9/15,39.61750031,40.24250031,39.5,39.97000122,37.61281967,196458400,down,up,down,up,up
2017/9/18,40.02750015,40.125,39.5,39.66749954,37.32816696,113077600,up,down,up,down,down
2017/9/19,39.87749863,39.94250107,39.61000061,39.68249893,37.34226608,83242400,down,down,up,up,up
2017/9/20,39.47499847,39.56499863,38.45750046,39.01750183,36.7164917,211805600,down,down,down,down,down
2017/9/21,38.95000076,38.95000076,38.1875,38.34749985,36.08600235,150046800,down,down,down,down,down
2017/9/22,37.88499832,38.06750107,37.63999939,37.97249985,35.73311615,186581600,down,down,down,down,down
2017/9/25,37.49750137,37.95750046,37.29000092,37.63750076,35.41786957,177549200,down,down,down,down,down
2017/9/26,37.94499969,38.47999954,37.92250061,38.28499985,36.02718353,146640000,up,up,up,up,up
2017/9/27,38.45000076,38.68000031,38.38499832,38.55749893,36.28361511,102016800,up,up,up,up,up
2017/9/28,38.47249985,38.56999969,38.17499924,38.31999969,36.06011963,88022000,up,down,down,down,down
2017/9/29,38.30250168,38.53250122,38,38.52999878,36.25775146,105199200,down,down,down,up,up
2017/10/2,38.56499863,38.61249924,38.18000031,38.45249939,36.18480301,74795200,up,up,up,down,down
2017/10/3,38.50249863,38.77249908,38.47750092,38.61999893,36.34243393,64921200,down,up,up,up,up
2017/10/4,38.40750122,38.46500015,38.11500168,38.36999893,36.10717392,80655200,down,down,down,down,down
2017/10/5,38.54499817,38.86000061,38.51250076,38.84749985,36.55652237,85135200,up,up,up,up,up
2017/10/6,38.74250031,38.87250137,38.63999939,38.82500076,36.5353508,69630400,up,up,up,down,down
2017/10/9,38.95249939,39.18249893,38.87250137,38.95999908,36.66236496,65051600,up,up,up,up,up
2017/10/10,39.01499939,39.5,38.77500153,38.97499847,36.67650223,62468000,up,up,down,up,up
2017/10/11,38.99250031,39.24499893,38.9375,39.13750076,36.82941818,67622400,down,down,up,up,up
2017/10/12,39.08750153,39.34249878,38.93249893,39,36.70001984,64500400,up,up,down,down,down
2017/10/13,39.18249893,39.31999969,39.10250092,39.24750137,36.93292236,65576800,up,down,up,up,up
2017/10/16,39.47499847,40,39.41249847,39.97000122,37.61281967,96486000,up,up,up,up,up
2017/10/17,39.94499969,40.21749878,39.80749893,40.11750031,37.75162125,75989200,up,up,up,up,up
2017/10/18,40.10499954,40.17750168,39.90000153,39.93999863,37.5845871,65496800,up,down,up,down,down
2017/10/19,39.1875,39.27000046,38.75500107,38.99499893,36.6953125,170336800,down,down,down,down,down
2017/10/20,39.15250015,39.4375,38.99000168,39.0625,36.75883484,95896400,down,up,up,up,up
2017/10/23,39.22249985,39.42250061,38.875,39.04249954,36.74002075,87937200,up,down,down,down,down
2017/10/24,39.07249832,39.35499954,39.04999924,39.27500153,36.9588089,71028800,down,down,up,up,up
2017/10/25,39.22750092,39.38750076,38.81750107,39.10250092,36.79647827,84828400,up,up,down,down,down
2017/10/26,39.30749893,39.45750046,39.19499969,39.35250092,37.03173065,68002000,up,up,up,up,up
2017/10/27,39.82249832,40.90000153,39.67499924,40.76250076,38.35858154,177816800,up,up,up,up,up
2017/10/30,40.97249985,42.01750183,40.93000031,41.68000031,39.2219696,178803200,up,up,up,up,up
2017/10/31,41.97499847,42.41249847,41.73500061,42.25999832,39.76776886,144187200,up,up,up,up,up
2017/11/1,42.46749878,42.48500061,41.40250015,41.72249985,39.26197433,134551200,up,up,down,down,down
2017/11/2,41.65000153,42.125,41.31999969,42.02750015,39.54896927,165573600,down,down,down,up,up
2017/11/3,43.5,43.56499863,42.77999878,43.125,40.58175659,237594400,up,up,up,up,up
2017/11/6,43.09249878,43.74750137,42.93000031,43.5625,40.99345398,140105200,down,up,up,up,up
2017/11/7,43.47750092,43.8125,43.40000153,43.70249939,41.12520218,97446000,up,up,up,up,up
2017/11/8,43.66500092,44.06000137,43.58250046,44.06000137,41.46161652,97638000,up,up,up,up,up
2017/11/9,43.77750015,44.02500153,43.28499985,43.97000122,41.37692642,117930400,up,down,down,down,down
2017/11/10,43.77750015,43.84500122,43.56750107,43.66749954,41.23999405,100582000,up,down,up,down,down
2017/11/13,43.375,43.625,43.34999847,43.49250031,41.07471085,67928400,down,down,down,down,down
2017/11/14,43.25999832,43.36999893,42.79499817,42.83499908,40.45375443,99130000,down,down,down,down,down
2017/11/15,42.49250031,42.58000183,42.09500122,42.27000046,39.92017746,116632400,down,down,down,down,down
2017/11/16,42.79499817,42.96749878,42.57500076,42.77500153,40.39709854,94550000,up,up,up,up,up
2017/11/17,42.75999832,42.84749985,42.40999985,42.53749847,40.17280197,87598000,down,down,down,down,down
2017/11/20,42.57249832,42.63999939,42.38999939,42.49499893,40.13267136,65049600,down,down,down,down,down
2017/11/21,42.69499969,43.42499924,42.69499969,43.28499985,40.87874222,100525200,up,up,up,up,up
2017/11/22,43.34000015,43.75,43.26250076,43.74000168,41.30845261,102355600,up,up,up,up,up
2017/11/24,43.77500153,43.875,43.66249847,43.74250031,41.31081772,56106800,up,up,up,up,up
2017/11/27,43.76250076,43.77000046,43.33499908,43.52249908,41.10304642,82867200,down,down,down,down,down
2017/11/28,43.57500076,43.71749878,42.96500015,43.26750183,40.86221695,105715200,down,down,down,down,down
2017/11/29,43.15750122,43.22999954,41.79000092,42.36999893,40.01461029,166665600,down,down,down,down,down
2017/11/30,42.60749817,43.03499985,42.11000061,42.96250153,40.57417297,166108800,down,down,up,up,up
2017/12/1,42.48749924,42.91749954,42.125,42.76250076,40.38528824,159037200,down,down,up,down,down
2017/12/4,43.11999893,43.15499878,42.40750122,42.45000076,40.09016418,130169600,up,up,up,down,down
2017/12/5,42.26499939,42.88000107,42.09999847,42.40999985,40.05238724,109400800,down,down,down,down,down
2017/12/6,41.875,42.54999924,41.61500168,42.25249863,39.90364456,114240000,down,down,down,down,down
2017/12/7,42.25749969,42.61000061,42.22750092,42.33000183,39.97684097,102693200,up,up,up,up,up
2017/12/8,42.62250137,42.75,42.20500183,42.34249878,39.98864746,93420800,up,up,down,up,up
2017/12/11,42.29999924,43.22249985,42.19749832,43.16749954,40.76777649,141095200,down,up,down,up,up
2017/12/12,43.03749847,43.09749985,42.86500168,42.92499924,40.53875351,77636800,up,down,up,down,down
2017/12/13,43.125,43.38499832,43,43.06750107,40.67334366,95273600,up,up,up,up,up
2017/12/14,43.09999847,43.28250122,42.91249847,43.05500031,40.66152954,81906000,down,down,down,down,down
2017/12/15,43.40750122,43.54249954,43.11500168,43.49250031,41.07471085,160677200,up,up,up,up,up
2017/12/18,43.72000122,44.29999924,43.71500015,44.10499954,41.65316391,117684400,up,up,up,up,up
2017/12/19,43.75749969,43.84749985,43.52249908,43.63499832,41.20929337,109745600,up,down,down,down,down
2017/12/20,43.71749878,43.85499954,43.3125,43.58750153,41.16444016,93902400,down,up,down,down,down
2017/12/21,43.54249954,44.00500107,43.52500153,43.75249863,41.32025146,83799600,down,up,up,up,up
2017/12/22,43.66999817,43.85499954,43.625,43.75249863,41.32025146,65397600,up,down,up,up,up
2017/12/26,42.70000076,42.86750031,42.41999817,42.64250183,40.27196884,132742000,down,down,down,down,down
2017/12/27,42.52500153,42.69499969,42.42750168,42.65000153,40.27904892,85992800,down,down,up,up,up
2017/12/28,42.75,42.96250153,42.61999893,42.77000046,40.39237213,65920800,up,up,up,up,up
2017/12/29,42.63000107,42.64749908,42.30500031,42.30749893,39.95558548,103999600,down,down,down,down,down
2018/1/2,42.54000092,43.07500076,42.31499863,43.06499863,40.6709671,102223600,down,up,up,up,up
2018/1/3,43.13249969,43.63750076,42.99000168,43.05749893,40.66388702,118071600,up,up,up,down,down
2018/1/4,43.13499832,43.36750031,43.02000046,43.25749969,40.85277176,89738400,up,down,up,up,up
2018/1/5,43.36000061,43.84249878,43.26250076,43.75,41.31790543,94640000,up,up,up,up,up
2018/1/8,43.58750153,43.90250015,43.48249817,43.58750153,41.16444016,82271200,up,up,up,down,down
2018/1/9,43.63750076,43.76499939,43.35250092,43.58250046,41.1597023,86336000,up,down,down,down,down
2018/1/10,43.29000092,43.57500076,43.25,43.57249832,41.15027237,95839600,down,down,down,down,down
2018/1/11,43.64749908,43.87250137,43.62250137,43.81999969,41.38401031,74670800,up,up,up,up,up
2018/1/12,44.04499817,44.34000015,43.91249847,44.27249908,41.81134033,101672400,up,up,up,up,up
2018/1/16,44.47499847,44.84749985,44.03499985,44.04750061,41.59885788,118263600,up,up,up,down,down
2018/1/17,44.03749847,44.8125,43.76750183,44.77500153,42.285923,137547200,down,down,down,up,up
2018/1/18,44.84249878,45.02500153,44.5625,44.81499863,42.32369995,124773600,up,up,up,up,up
2018/1/19,44.65250015,44.89500046,44.35250092,44.61500168,42.13481522,129700400,down,down,down,down,down
2018/1/22,44.32500076,44.44499969,44.15000153,44.25,41.7901001,108434400,down,down,down,down,down
2018/1/23,44.32500076,44.86000061,44.20500183,44.25999832,41.7995491,130756400,up,up,up,up,up
2018/1/24,44.3125,44.32500076,43.29999924,43.55500031,41.13373566,204420400,down,down,down,down,down
2018/1/25,43.62749863,43.73749924,42.63249969,42.77750015,40.39946365,166116000,down,down,down,down,down
2018/1/26,43,43,42.51499939,42.87749863,40.49388504,156572000,down,down,down,up,up
2018/1/29,42.54000092,42.54000092,41.76750183,41.99000168,39.65574265,202561600,down,down,down,down,down
2018/1/30,41.38249969,41.84249878,41.17499924,41.74250031,39.42198944,184192800,down,down,down,down,down
2018/1/31,41.71749878,42.11000061,41.625,41.85749817,39.5306015,129915600,up,up,up,up,up
2018/2/1,41.79249954,42.15499878,41.68999863,41.94499969,39.61323166,188923200,up,up,up,up,up
2018/2/2,41.5,41.70000076,40.02500153,40.125,37.89442062,346375200,down,down,down,down,down
2018/2/5,39.77500153,40.97000122,39,39.12250137,36.94764328,290954000,down,down,down,down,down
2018/2/6,38.70750046,40.93000031,38.5,40.75749969,38.49176407,272975200,down,down,down,up,up
2018/2/7,40.77249908,40.84999847,39.76750183,39.88499832,37.66775131,206434400,up,down,up,down,down
2018/2/8,40.07249832,40.25,38.75749969,38.78749847,36.63126755,217562000,down,down,down,down,down
2018/2/9,39.26750183,39.47249985,37.56000137,39.10250092,37.079319,282690400,down,down,down,up,up
2018/2/12,39.625,40.97249985,39.37749863,40.67750168,38.57282639,243278000,up,up,up,up,up
2018/2/13,40.48749924,41.1875,40.41249847,41.08499908,38.9592514,130196800,up,up,up,up,up
2018/2/14,40.75999832,41.88499832,40.72000122,41.84249878,39.67755127,162579600,up,up,up,up,up
2018/2/15,42.44749832,43.27249908,42.25,43.24750137,41.00984955,204588800,up,up,up,up,up
2018/2/16,43.09000015,43.70500183,42.94250107,43.10749817,40.87710953,160704400,up,up,up,down,down
2018/2/20,43.01250076,43.56499863,42.85499954,42.96250153,40.73960876,135722000,down,down,down,down,down
2018/2/21,43.20750046,43.52999878,42.75249863,42.76750183,40.55467987,149886400,up,down,down,down,down
2018/2/22,42.95000076,43.48749924,42.92750168,43.125,40.89369202,123967600,down,down,up,up,up
2018/2/23,43.41749954,43.91249847,43.38499832,43.875,41.60489273,135249600,up,up,up,up,up
2018/2/26,44.08750153,44.84749985,44.05250168,44.74250031,42.42750168,152648800,up,up,up,up,up
2018/2/27,44.77500153,45.11999893,44.54000092,44.59749985,42.29000473,155712400,up,up,up,down,down
2018/2/28,44.81499863,45.15499878,44.51250076,44.52999878,42.22599792,151128400,up,up,down,down,down
2018/3/1,44.63499832,44.94499969,43.16500092,43.75,41.48637009,195208000,down,down,down,down,down
2018/3/2,43.20000076,44.07500076,43.11249924,44.05250168,41.77321243,153816000,down,down,down,up,up
2018/3/5,43.80250168,44.43500137,43.63000107,44.20500183,41.91781235,113605600,up,up,up,up,up
2018/3/6,44.47750092,44.5625,44.03250122,44.16749954,41.88226318,95154000,up,up,up,down,down
